,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
798,1,Where would you buy a ticket to sit in a room with a lot of chairs facing the same direction?,chairs,A. conference,B. theater,C. building,D. floor,E. church
799,4,"If I wanted to store my chess pawn when I wasn't using it, what would be a good place for that?",chess pawn,A. chess set,B. strategy,C. toy store,D. chess game,E. small case
800,1,If you're known to buy presents for others often you would be called what?,buy presents for others,A. go shopping,B. generous,C. earn money,D. have money,E. gift buyer
801,0,There aren't many anemone in what glove-shaped state?,anemone,A. michigan,B. lake,C. tide pool,D. nursery,E. atlantic ocean
802,4,"The keys were black and white, what were they attached to?",keys,A. front pocket,B. cabinet,C. purse,D. chain,E. piano
803,3,"They don't get grades or sit at desks, but crowds of fish do what?",fish,A. pets,B. fills the pond,C. attempt to fly,D. school together,E. breath in water
804,2,What kind of people will someone who is in charge of project look for?,in charge of project,A. greedy,B. worry,C. have knowledge,D. take charge,E. boss
805,2,Where you have finished a conversation with a person what do you say?,person,A. open letter,B. thank god,C. say goodbye,D. bless you,E. listen to radio
806,1,What do you need to run after ball?,run after ball,A. get tired,B. have legs,C. skip,D. not fat,E. look first
807,1,Where could you find some airplanes that are not being used?,airplanes,A. war,B. aircraft carrier,C. sky,D. graveyard,E. crash
808,2,"She was processing the wool, she kept her leg bouncing to operate the what?",leg,A. hospital bed,B. legroom,C. spinning wheel,D. grand piano,E. rhythm
809,1,Where would you put a computer other than a desk?,computer,A. apartment,B. table,C. school,D. office,E. house
810,0,Where do you buy treats for kids over a counter?,counter,A. candy store,B. butcher shop,C. kitchen,D. auto repair shop,E. post office
811,4,"Long term consumption of beer can lead to all sorts of problems, it can be quite what?",beer,A. water,B. liquid,C. foamy,D. intoxicating,E. harmful
812,2,When going to sleep what noise does a human make?,going to sleep,A. loss of consciousness,B. relaxation,C. snoring,D. dreaming,E. talking
813,1,"The boy was too nervous to dance, so what was he doing progressively at the ball?",dance,A. dance like crazy,B. standing still,C. wallflower,D. stand still,E. like dancing
814,1,Where could you find a laundry room that is only used by staff?,laundry room,A. house,B. hotel,C. green house,D. college,E. dorm
815,1,Where does a beaver leave?,beaver,A. wooded area,B. body of water,C. the ocean,D. british columbia,E. zoo
816,3,What is the opposite of a village?,village,A. rural area,B. africa,C. ohio,D. big city,E. tribe
817,0,What does someone living life fully feel?,living life,A. joy,B. valuable,C. happiness,D. early death,E. adventurous
818,0,"The artist didn't use many colors to capture the view, he was famous for his very plain what?",plain,A. landscape,B. east side,C. countryside,D. middle america,E. georgia
819,0,"When you experience boredom, what can you do on television?",boredom,A. watch film,B. play cards,C. play chess,D. read news papers,E. surf net
820,2,"It had a beach with shallow water, while not the ocean this was a hot spot all the locals enjoyed on the what?",shallow water,A. swimming pool,B. pond,C. lake,D. bathe in,E. childrens pool
821,3,What would happen to you if you are not good at playing violin?,playing violin,A. happiness,B. relaxation,C. create music,D. sadness,E. loud noises
822,2,"Wanting to avoid the cabbage spoiling, where did he put it?",cabbage,A. grocery store,B. refrigerator,C. freezer,D. plate,E. supermarket
823,2,"If people listen, they can understand each other better.  If they understand each other, they can do what?",people,A. pay bills,B. swap bodies,C. learn from each other,D. believe in god,E. talk to each other
824,0,What place would a person go to look at zebras?,person,A. zoo,B. museum,C. hospital,D. desk,E. opera
825,0,Where might a human sit for extended periods over a bowl of water?,human,A. bathroom,B. solar system,C. coffee shop,D. space shuttle,E. airport
826,0,The window across the street was broken and John felt guilty. He never meant to damage what?,window,A. friend's house,B. curtains,C. space shuttle,D. front door,E. classroom
827,0,"If I have a forgiving attitude toward someone, what do they receive?",forgiving,A. redemption,B. isolation,C. absolution,D. great relief,E. feel better
828,0,"I was shopping at a car dealership, what did a salesman do?",car,A. appear suddenly,B. bottom out,C. go downtown,D. scream,E. roll over
829,0,The fact the two sides were able to even reach tentative agreement was a feat to what?,reach tentative agreement,A. accomplish,B. make progress,C. stop arguing,D. do business,E. concert
830,4,"The police man was waving flares, what did he do with the impatient car?",policeman,A. book robber,B. he had a word with the driver.,C. believe guilty,D. direct traffic,E. wave on
831,0,Where do you watch garbage?,garbage,A. television,B. dumpster,C. landfill,D. fox news,E. trashcan
832,3,In what place could you find air that has been breathed by many people recently?,air,A. charming,B. space shuttle,C. house,D. train station,E. surface of earth
833,0,What business uses lots of potatoes?,potato,A. fast food restaurant,B. vegetable market,C. ireland,D. produce market,E. dessert spot
834,3,What does a judge do when someone is convicted of a crime?,crime,A. conduct trial,B. arrest,C. bring in verdict,D. pass sentence,E. serve justice
835,4,Where do security guards usually drive around in golf carts and protect young adults?,security,A. concert,B. home,C. airport,D. college,E. university
836,2,"The man needed flooring, where was he looking to install it?",flooring,A. loft,B. home depot,C. house,D. tiles,E. carpet store
837,1,Where can you find pamphlets regarding diseases and ailments?,pamphlets,A. theaters,B. health department,C. library,D. drawer,E. mail box
838,0,What would humans do when their legs are tired?,humans,A. sit down,B. make mistakes,C. have sex,D. reproduce,E. excrete
839,3,What planet is the atlantic ocean part of?,atlantic ocean,A. planet,B. basin,C. submarines,D. earth,E. pacific
840,2,"Mark wanted to know the truth, because he didn't want to continue existing in what?",know,A. understand,B. were there,C. ignorance,D. in-between,E. ignorant
841,2,What animal produces milk?,milk,A. supermarket,B. pig,C. cow,D. refrigerator,E. store
842,4,Where is disease often spread but shouldn't be?,disease,A. ghost town,B. third world country,C. human body,D. rug,E. hospital
843,2,A beaver builds structures to block what sort of feature?,beaver,A. books,B. zoo,C. body of water,D. wooded area,E. animals
844,2,What would someone wear to protect themselves from a cannon?,cannon,A. ungulate,B. bomber,C. body armor,D. tank,E. hat
845,1,Society cannot exist without numbers.   They only rise up in what sort of spaces?,society,A. population,B. populated area,C. create government,D. group of people,E. make person sick
846,2,Where is a snake likely to reside?,snake,A. tropics,B. nightmare,C. wyoming,D. bushes,E. feild
847,4,"John couldn't find a place to stay, and he didn't want to waste money.  He picked a place that was inexpensive and offered few luxuries.  Where might he be staying?",place to stay,A. farm,B. town,C. city,D. hotel,E. motel
848,2,Where does someone not happy to take their car?,car,A. down a river,B. city,C. repair shop,D. parking lot,E. neighbor's house
849,2,Bill bought an upright piano but didn't have anywhere to put it because he lived where?,upright piano,A. band,B. music room,C. college,D. university,E. house
850,3,Where would you hear a viola along side many other string and brass instruments?,viola,A. symphony,B. band,C. create music,D. orchestra,E. string quartet
851,3,Traders work on the floor of the stock what?,floor,A. building,B. hallway,C. table,D. exchange,E. office
852,1,"To gain her trust the real estate agent was very polite, delightful and all around what?",real estate agent,A. manipulate,B. charming,C. deceive,D. exaggerate,E. incompetent
853,2,What could you find at a bus station that can help you?,bus station,A. city centre,B. lottery ticket,C. maps,D. street,E. busy city
854,1,Where are small grapes used?,grape,A. picnic basket,B. wine press,C. juice,D. fruit cocktail,E. kitchen
855,2,Rumors of roving bands of monsters killing people could lead to what?,killing people,A. panic,B. getting in trouble,C. mass hysteria,D. go to prison,E. murder
856,2,Remembering past successe is likely to cause what?,remembering,A. problems,B. crying,C. inspiration,D. trauma,E. nightmares
857,2,What would you use if you wanted to make some columns of numbers?,column,A. roman architecture,B. whitehouse,C. spreadsheet,D. bridge,E. pantheon
858,1,"A person notices popcorn, cotton candy on the grass, where is he likely?",grass,A. soccer game,B. fairgrounds,C. movie theatre,D. countryside,E. state park
859,1,What happens when people are waiting for something?,waiting for,A. read book,B. getting bored,C. worry,D. singing,E. s never comes
860,1,What corner areas have lots of windows?,window,A. wall,B. office,C. space shuttle,D. front door,E. tent
861,1,What would a person do to help someone that is not able to speak coherently?,person,A. sign language,B. complete sentence,C. drink tea,D. feel angry,E. cross street
862,0,"In war, your primary method is combat, but your goal is to do what?",war,A. conquer opponent,B. fight enemy,C. join army,D. kill,E. terrible
