,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
1329,1329,1,Where might a child go who has no home?,child,A. school,B. orphanage,C. most homes,D. recreational,E. pen
2487,2487,4,"Joe rented a loft, which is a type of what?",loft,A. hunting lodge,B. soho,C. frame house,D. room and board,E. city apartment
1114,1114,3,"The child couldn't lift the box of lead, it was what?",lead,A. toxic,B. light,C. isolated from sulphide pbs,D. very heavy,E. very dense
1569,1569,0,What does a server need to be to serve customers well?,serve customers,A. polite,B. commercial,C. make money,D. drivers license,E. smile
1338,1338,4,"He never took for granted living in the land of the free, for he was once a what abroad?",free,A. caged in,B. see work,C. slavery,D. topfree,E. prisoner
187,187,1,What would happen to a person if his or her money is stolen?,person,A. complete sentence,B. feel angry,C. drink tea,D. cross street,E. park
3355,3355,4,"When you're expressing yourself in simple terms, what sort of reaction would be expected?",expressing yourself,A. creation of art,B. being slapped,C. laughter,D. embarrassment,E. people will understand
119,119,1,Sam went to Paris where he ordered a blowfish at a sushi place.  Where was Sam?,blowfish,A. books,B. france,C. fish market,D. atlantic ocean,E. cuba
3570,3570,2,"The husband never worked a day, but after getting divorced received alimony, what did he become as a result?",getting divorce,A. emotional distress,B. bad feelings,C. richer,D. depression,E. guilty
367,367,2,What happens when someone is playing too aggressively?,playing,A. get hungry,B. laughter,C. injury,D. having fun,E. feeling happy
2102,2102,0,What does a person use to fight off disease?,person,A. immune system,B. name,C. one head,D. grip,E. fingernails
3149,3149,3,"She filled the thing with water and went to plug it in, she had finally finished her garden with what centerpiece?",water,A. stream,B. perfume,C. sink,D. fountain,E. swamp
1183,1183,0,"A human is hitch hiking near Hoboken, where is he?",human,A. new jersey,B. homes,C. department store,D. near italy,E. new orleans
1401,1401,1,When someone isn't ridiculous at all they are what?,ridiculous,A. straightforward,B. serious,C. sad,D. somber,E. solemn
1054,1054,2,Where might an army captain be found?,captain,A. airplane cabin,B. basketball team,C. military,D. battleship,E. fleet
3434,3434,0,"Jim is normal.  He are bad sushi, and he made a terrible mistake.  He hit a car because he mistook forward for what?",normal,A. reverse,B. unconventional,C. drive,D. ill,E. tangential
91,91,0,What is someone who gets angry after getting drunk likely to participate in?,getting drunk,A. violence,B. falling down,C. vomiting,D. vomiting,E. lower standards
4308,4308,1,What bad habit do adults have that can cause lung cancer?,adults,A. count,B. smoke cigarettes,C. drive vehicle,D. drink beer,E. dress themselves
3136,3136,2,The comedian made a dull joke about a bald eagle and it ending up that way because of what treatment?,bald eagle,A. new york,B. canada,C. chemotherapy,D. rocky mountains,E. british columbia
3506,3506,3,What divider is often between two buildings that cars drive on?,divider,A. fork in road,B. sidewalk,C. living room,D. street,E. binder
4266,4266,0,What does too much lead do to a person?,lead,A. toxic,B. very heavy,C. very dense,D. very resistant to corrosion,E. follow
4477,4477,3,"The elephant swam the river with its trunk above the water, what could it do?",elephants,A. experience sadness,B. choke,C. remember everything,D. breathe,E. forget nothing
3481,3481,0,"Boredom led him to go out to the bar, there were many characters there and he what?",boredom,A. meet interesting people,B. play games,C. field,D. skateboard,E. listen to music
4802,4802,1,Where would you find a horse in the desert?,horse,A. canada,B. american southwest,C. state fair,D. central park,E. texas
2674,2674,2,"The human had lustful needs to fulfill, where did he go as a result?",human,A. space shuttle,B. anywhere on earth,C. strip club,D. church,E. international space station
1934,1934,0,"The teacher said she doesn't want to hear anybody talk, she wanted complete what?",talk,A. silence,B. stop eating think first,C. think first,D. shut up,E. being quiet
1727,1727,3,What does a performer stand on?,performer,A. dance,B. opera,C. see saw,D. stage,E. party
3299,3299,2,Lying can cause what when trying to find accurate information?,lying,A. distrust,B. hurt feelings,C. confusion,D. good things,E. unhappiness
3744,3744,0,"The fumes weren't being well ventilated, the worker kept getting what?",getting,A. headaches,B. sidetracked,C. then have,D. disappointment,E. being happy
2383,2383,4,"A person is traveling to find fine carpeting, where might they go?",carpeting,A. roon,B. home or office,C. rood,D. cub,E. istanbul
4115,4115,1,He could never remember the last line of the what he was set to perform?,line,A. transportation system,B. stanza,C. park,D. add information on spreadsheet,E. electromagnetic spectrum
2048,2048,4,Before computers or cellphones a dictionary was an important tool for teachers and students in the what?,dictionary,A. manual,B. shelf,C. explain meaning of words,D. table,E. classroom
3647,3647,1,How can you see an extreme closeup of a potato?,potato,A. grocery store,B. optical device,C. pantry,D. garden patch,E. vegetable stew
2776,2776,4,James is driving to work.  He's late and he's going very quickly.  What is he at risk of getting?,driving to work,A. boredom,B. use gas,C. get to work,D. diabetes,E. speeding ticket
4925,4925,2,"She usually didn't like Adam Sandler, so she found it surprising that she found his latest movie what?",surprising,A. startled,B. important,C. funny,D. shocked,E. laughter
4251,4251,0,What could have a title on it which takes up a large percentage of the space?,title,A. magazine article,B. safe deposit box,C. indicating accomplishment,D. indicating identity,E. library
2032,2032,2,"The exhausted man needed to have rest, he soon fell to what?",have rest,A. relax,B. sit down,C. sleep,D. his death,E. closing eyes
3265,3265,1,What is a kind of literature?,literature,A. newspaper,B. books and magazines,C. own home,D. public library,E. good homes
103,103,0,You can hear testimony of how spirituality changes lives when you do what?,hear testimony,A. go to church,B. appear in court,C. watch soap operas,D. paying attention,E. go into court
3775,3775,2,"The two teams were competing all the time, what likely developed between them?",competing,A. accomplishment,B. enemies,C. rivalry,D. friendship,E. bad blood
1707,1707,2,With enough helium a balloon can rise and rise high into the what?,helium,A. aeroplane,B. moon,C. atmosphere,D. laboratory,E. chemistry lab
3292,3292,3,"The paper sign had notice of a civic meeting, where should it be posted?",paper sign,A. hallway,B. store window,C. pole,D. public place,E. shop window
4629,4629,2,Where is all compost found?,compost,A. wonderful,B. forest,C. surface of earth,D. recycle bin,E. garden
1340,1340,3,Nations agreeing with each other will lead to what?,agreeing with,A. taco tuesday,B. like,C. problem,D. peace,E. contract
2038,2038,4,"He enjoyed the factory work, he liked the idea that he did what for sale?",work,A. earn money,B. introduction,C. create,D. workhour,E. produce goods
1405,1405,3,"If you have an empty glass and are thirsty, where would you put the glass?",glass,A. refrigerator,B. table,C. dishwasher,D. water cooler,E. dining room
4353,4353,3,"There was shattered glass, blood and a gun, so the detective told another cop to tape off the perimeter of the what?",gun,A. army base,B. police station,C. police car,D. crime scene,E. military base
2268,2268,4,Care not to burn you hand on the handle of what small high-walled vessel?,handle,A. brush,B. carry object,C. walking stick,D. umbrella,E. saucepan
3058,3058,4,"The drama had quite an affect on the humans, the highs and lows had them all what?",humans,A. give up,B. bald,C. very adaptable,D. male or female,E. emotional
2240,2240,3,People of faith believe what is a vessel for the soul?,vessel,A. ocean,B. head,C. port,D. human body,E. streets
3152,3152,2,"The music was very dear to him, he had done what with it during an important time in his life?",music,A. night club,B. dreamt,C. composed,D. written on paper,E. stolen
4030,4030,1,Dan's job was talking phone calls.  That was his only job.  He didn't get to do what?,taking phone call,A. car accident,B. decisions,C. draw pictures,D. irritation,E. regret
379,379,3,What do humans do when in a race?,humans,A. lay eggs,B. eat fruit,C. wrestle,D. compete with each other,E. draw pictures
3878,3878,4,What is the easiest place for a human or another animal to live?,human,A. workplace,B. gravesite,C. shelter,D. interesting place,E. temperate climate
4166,4166,2,What is the first thing a spouse might do when they get up early?,get up early,A. go to bed early,B. go sleep early,C. ask spouse to wake,D. get to bed early,E. wake up
3255,3255,4,What kind of call are you on if you're hearing several people over speakers?,speakers,A. desktop,B. headphones,C. connect,D. concert,E. conference
2111,2111,3,What is the best thing teens can do right after school?,teens,A. smoke,B. hang out,C. volunteer,D. homework,E. go to a movie
5,5,3,What home entertainment equipment requires cable?,cable,A. radio shack,B. substation,C. cabinet,D. television,E. desk
2264,2264,0,Where could there be a floating cottage?,cottage,A. fairy story,B. desert,C. village,D. rural area,E. mountains
2007,2007,0,"If a person is at a crossroads decision point, what might is affect for them?",crossroads,A. life,B. journey,C. traffic lights,D. train tracks,E. countryside
4912,4912,1,"A person is being judged, what is he entitled to?",person,A. source of income,B. fair trial,C. headache,D. white teeth,E. freedom
3422,3422,2,Exercising by lifting weights will give you large what?,exercising,A. breaths,B. shortness of breath,C. muscles,D. effort,E. discipline
4781,4781,2,If more than one person is talking to another what are they having?,talking,A. sore throat,B. gossip,C. conversation,D. communication,E. dry mouth
1953,1953,3,"The shark followed the fish down into the dark water, where did the shark go?",shark,A. the desert,B. sea world,C. great outdoors,D. deep ocean,E. maritime museum
901,901,3,You can buy a pen here.,pen,A. briefcase,B. pocket,C. friend's house,D. office supply store,E. classroom
86,86,1,How does getting paid feel?,getting paid,A. income tax,B. satisfaction,C. sorrow,D. ocean,E. bill collectors to happy
4157,4157,3,"What should a person feel when doing responsible action with their pet, such as walking a dog?",walking dog,A. sore feet,B. happy,C. tiredness,D. pride,E. excerise
