,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
3481,3481,0,"Boredom led him to go out to the bar, there were many characters there and he what?",boredom,A. meet interesting people,B. play games,C. field,D. skateboard,E. listen to music
4802,4802,1,Where would you find a horse in the desert?,horse,A. canada,B. american southwest,C. state fair,D. central park,E. texas
2674,2674,2,"The human had lustful needs to fulfill, where did he go as a result?",human,A. space shuttle,B. anywhere on earth,C. strip club,D. church,E. international space station
1934,1934,0,"The teacher said she doesn't want to hear anybody talk, she wanted complete what?",talk,A. silence,B. stop eating think first,C. think first,D. shut up,E. being quiet
1727,1727,3,What does a performer stand on?,performer,A. dance,B. opera,C. see saw,D. stage,E. party
3299,3299,2,Lying can cause what when trying to find accurate information?,lying,A. distrust,B. hurt feelings,C. confusion,D. good things,E. unhappiness
3744,3744,0,"The fumes weren't being well ventilated, the worker kept getting what?",getting,A. headaches,B. sidetracked,C. then have,D. disappointment,E. being happy
2383,2383,4,"A person is traveling to find fine carpeting, where might they go?",carpeting,A. roon,B. home or office,C. rood,D. cub,E. istanbul
4115,4115,1,He could never remember the last line of the what he was set to perform?,line,A. transportation system,B. stanza,C. park,D. add information on spreadsheet,E. electromagnetic spectrum
2048,2048,4,Before computers or cellphones a dictionary was an important tool for teachers and students in the what?,dictionary,A. manual,B. shelf,C. explain meaning of words,D. table,E. classroom
3647,3647,1,How can you see an extreme closeup of a potato?,potato,A. grocery store,B. optical device,C. pantry,D. garden patch,E. vegetable stew
2776,2776,4,James is driving to work.  He's late and he's going very quickly.  What is he at risk of getting?,driving to work,A. boredom,B. use gas,C. get to work,D. diabetes,E. speeding ticket
4925,4925,2,"She usually didn't like Adam Sandler, so she found it surprising that she found his latest movie what?",surprising,A. startled,B. important,C. funny,D. shocked,E. laughter
4251,4251,0,What could have a title on it which takes up a large percentage of the space?,title,A. magazine article,B. safe deposit box,C. indicating accomplishment,D. indicating identity,E. library
2032,2032,2,"The exhausted man needed to have rest, he soon fell to what?",have rest,A. relax,B. sit down,C. sleep,D. his death,E. closing eyes
3265,3265,1,What is a kind of literature?,literature,A. newspaper,B. books and magazines,C. own home,D. public library,E. good homes
103,103,0,You can hear testimony of how spirituality changes lives when you do what?,hear testimony,A. go to church,B. appear in court,C. watch soap operas,D. paying attention,E. go into court
3775,3775,2,"The two teams were competing all the time, what likely developed between them?",competing,A. accomplishment,B. enemies,C. rivalry,D. friendship,E. bad blood
1707,1707,2,With enough helium a balloon can rise and rise high into the what?,helium,A. aeroplane,B. moon,C. atmosphere,D. laboratory,E. chemistry lab
3292,3292,3,"The paper sign had notice of a civic meeting, where should it be posted?",paper sign,A. hallway,B. store window,C. pole,D. public place,E. shop window
4629,4629,2,Where is all compost found?,compost,A. wonderful,B. forest,C. surface of earth,D. recycle bin,E. garden
1340,1340,3,Nations agreeing with each other will lead to what?,agreeing with,A. taco tuesday,B. like,C. problem,D. peace,E. contract
2038,2038,4,"He enjoyed the factory work, he liked the idea that he did what for sale?",work,A. earn money,B. introduction,C. create,D. workhour,E. produce goods
1405,1405,3,"If you have an empty glass and are thirsty, where would you put the glass?",glass,A. refrigerator,B. table,C. dishwasher,D. water cooler,E. dining room
4353,4353,3,"There was shattered glass, blood and a gun, so the detective told another cop to tape off the perimeter of the what?",gun,A. army base,B. police station,C. police car,D. crime scene,E. military base
2268,2268,4,Care not to burn you hand on the handle of what small high-walled vessel?,handle,A. brush,B. carry object,C. walking stick,D. umbrella,E. saucepan
3058,3058,4,"The drama had quite an affect on the humans, the highs and lows had them all what?",humans,A. give up,B. bald,C. very adaptable,D. male or female,E. emotional
2240,2240,3,People of faith believe what is a vessel for the soul?,vessel,A. ocean,B. head,C. port,D. human body,E. streets
3152,3152,2,"The music was very dear to him, he had done what with it during an important time in his life?",music,A. night club,B. dreamt,C. composed,D. written on paper,E. stolen
4030,4030,1,Dan's job was talking phone calls.  That was his only job.  He didn't get to do what?,taking phone call,A. car accident,B. decisions,C. draw pictures,D. irritation,E. regret
379,379,3,What do humans do when in a race?,humans,A. lay eggs,B. eat fruit,C. wrestle,D. compete with each other,E. draw pictures
3878,3878,4,What is the easiest place for a human or another animal to live?,human,A. workplace,B. gravesite,C. shelter,D. interesting place,E. temperate climate
4166,4166,2,What is the first thing a spouse might do when they get up early?,get up early,A. go to bed early,B. go sleep early,C. ask spouse to wake,D. get to bed early,E. wake up
3255,3255,4,What kind of call are you on if you're hearing several people over speakers?,speakers,A. desktop,B. headphones,C. connect,D. concert,E. conference
2111,2111,3,What is the best thing teens can do right after school?,teens,A. smoke,B. hang out,C. volunteer,D. homework,E. go to a movie
5,5,3,What home entertainment equipment requires cable?,cable,A. radio shack,B. substation,C. cabinet,D. television,E. desk
2264,2264,0,Where could there be a floating cottage?,cottage,A. fairy story,B. desert,C. village,D. rural area,E. mountains
2007,2007,0,"If a person is at a crossroads decision point, what might is affect for them?",crossroads,A. life,B. journey,C. traffic lights,D. train tracks,E. countryside
4912,4912,1,"A person is being judged, what is he entitled to?",person,A. source of income,B. fair trial,C. headache,D. white teeth,E. freedom
3422,3422,2,Exercising by lifting weights will give you large what?,exercising,A. breaths,B. shortness of breath,C. muscles,D. effort,E. discipline
4781,4781,2,If more than one person is talking to another what are they having?,talking,A. sore throat,B. gossip,C. conversation,D. communication,E. dry mouth
1953,1953,3,"The shark followed the fish down into the dark water, where did the shark go?",shark,A. the desert,B. sea world,C. great outdoors,D. deep ocean,E. maritime museum
901,901,3,You can buy a pen here.,pen,A. briefcase,B. pocket,C. friend's house,D. office supply store,E. classroom
86,86,1,How does getting paid feel?,getting paid,A. income tax,B. satisfaction,C. sorrow,D. ocean,E. bill collectors to happy
4157,4157,3,"What should a person feel when doing responsible action with their pet, such as walking a dog?",walking dog,A. sore feet,B. happy,C. tiredness,D. pride,E. excerise
4832,4832,3,Where are you when an employee brings you cooked potatoes?,potatoes,A. bathroom,B. cellar,C. countryside,D. restaurant,E. plate
2423,2423,0,"The view was sharp in front of the flashlight after changing batteries, what was it like before?",sharp,A. dim,B. inaccurate,C. above board,D. blunt,E. flat
3680,3680,2,Where would you kick a ball that has grass?,ball,A. toy store,B. pool table,C. soccer field,D. golf course,E. street
902,902,4,What should the bean bag chair sit on?,bean bag chair,A. house,B. den,C. family room,D. wood,E. floor
4999,4999,0,"If I work in public transportation and find a door with a lock, where am I likely?",door with lock,A. bus terminal,B. train,C. automobile,D. file cabinet,E. house
2475,2475,1,What would a paper be if the typing on the paper was made using foreign characters?,typing,A. communication,B. indeterminate,C. carpal tunnel syndrome,D. communicating,E. japanese
805,805,2,Where you have finished a conversation with a person what do you say?,person,A. open letter,B. thank god,C. say goodbye,D. bless you,E. listen to radio
4106,4106,4,"John wanted to meet interesting people, but he always drove them away.  He felt that he needed to be more what?",meet interesting people,A. understand themselves,B. socialize,C. take class,D. explore,E. friendly
1178,1178,0,Where can you can enjoy music in public ?,music,A. theatre,B. elevator,C. opera,D. cassettes,E. store
2991,2991,3,There are usually four strings on what popular instrument?,string,A. trumpet,B. kite,C. quark,D. guitar,E. bird's nest
3206,3206,4,Lance spotted a wet beaver in the river.  Where might have lance been?,beaver,A. dictionary,B. books,C. australia,D. seaside,E. countryside
3376,3376,4,"They burned the record, they were trying to do what to history?",record,A. compact disc,B. tape,C. rewrite,D. play music,E. erase
1323,1323,4,Where would you get an action figure if you do not have one?,action figure,A. eat cake,B. little boy's toy box,C. theater,D. bathtub,E. toy store
2004,2004,2,What is something that people could walk on and that could have a steel cable attached to it?,steel cable,A. rowboat,B. ground,C. suspension bridge,D. ship,E. building
4854,4854,3,Where would a highlighter be used in a legal case?,highlighter,A. office supply store,B. office drawer,C. desk drawer,D. case,E. school
578,578,0,Where can you store a small notepad on your person?,notepad,A. back pocket,B. meeting,C. drug store,D. home,E. school
4824,4824,0,The country didn't want to join the union. They felt that doing so would reduce them to the status of a what?,union,A. province,B. plebian,C. workplace,D. detroit,E. construction business
4551,4551,4,"A man wanted to catch his favorite show, what is he most likely to do?",see favorite show,A. clap,B. feel happy,C. relax,D. record,E. watch television
2628,2628,4,"The teen wanted to impress his girlfriend by doing housework, what impresses the girl?",doing housework,A. boredom,B. chores,C. allergies,D. pain and suffering,E. cleanliness
4873,4873,4,"If someone wants a changing society, what do they need from their government?",changing society,A. happiness for,B. give up,C. acceptance,D. cultural revolution,E. new laws
3717,3717,3,"The farmer wanted to grow cotton near Florida, where should he plant his cotton?",cotton,A. orlando,B. fabric,C. north carolina,D. georgia,E. medicine cabinet
1624,1624,2,What do you want to do when you go to performance that is interactive?,go to performance,A. know where,B. leave,C. experience,D. applaud,E. admiration
2288,2288,4,"Following a killing, what are the police likely to begin?",killing,A. man hunt,B. punishment,C. going to jail,D. retribution,E. investigation
