,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
1265,1265,0,"If you were to take Communion on a Sunday morning, what you expect the glass on the walls to be?",glass,A. many different colors,B. hold water,C. break easily,D. dirty,E. shattering
2643,2643,2,Where could you find a seat that sometimes vibrates?,seat,A. mall,B. in cinema,C. airplane,D. martorell,E. auditorium
289,289,0,"What is a great, but non-specific, overall benefit of exercise?",exercising,A. good health,B. heart attacks,C. relaxation,D. rest,E. fatigue
1716,1716,3,What does every person talk out of?,every person,A. name,B. hide,C. mother and father,D. mouth,E. heart
48,48,3,"The sensor would just the distance then set off an alarm, the installation expert explained it was called a what kind of sensor?",distance,A. near,B. closeness,C. here,D. proximity,E. this
4182,4182,4,Where should you keep a pet lizard?,lizard,A. desert,B. garden,C. galapagos archipelago,D. wild,E. glass cage
3036,3036,3,Where would you find children playing with a ball or swinging?,ball,A. bearing,B. street,C. gymnasium,D. playground,E. park
58,58,0,What would you do if you want to be able to earn money?,money,A. apply for job,B. stand in line,C. take care of proposals,D. pass course,E. play the lottery
2611,2611,2,All humans have what which is used to distinguish them from one another?,all humans,A. ears,B. feelings,C. names,D. naval,E. bladders
1256,1256,0,What is needed mentally to ready one's self to begin detailed work?,begin work,A. concentrate,B. shoes,C. apply for job,D. shave,E. shower
3057,3057,3,"He tried to jump his car, what terminal did he connect to after connecting the positive terminal?",positive,A. bad,B. uncertain,C. possimism,D. negative,E. adverse
4739,4739,0,Getting drunk often leads to what when people have disagreements?,getting drunk,A. violence,B. erections,C. illness,D. suffering,E. injury
4358,4358,0,"The baker got a new delivery of sugar, he opened the bag and poured it in the storage what?",sugar,A. container,B. neighbor's house,C. kitchen,D. coffee,E. pancake mix.
121,121,3,"Sally lost her kite because she wasn't careful.  She thought that there was more string on the spool, but it slipped out of her fingers when she reached the what?.",kite,A. child's hand,B. the last straw,C. hobby shop,D. end of line,E. toy store
2265,2265,2,Older stars collect in groups called what on the outer regions of a galaxy?,star,A. night sky,B. black hole,C. globular cluster,D. press conference,E. heavens
1818,1818,0,What could someone get into if he or she is becoming inebriated?,becoming inebriated,A. fights,B. addiction,C. arrest,D. staggering,E. paralysis
2625,2625,3,A person might take a velvet drawstring bag full of valuable stones from what type of place?,drawstring bag,A. department store,B. laundry room,C. garbage can,D. jewelry store,E. free shop
2123,2123,1,"If you're in someone's house, where would you be likely to find plants?",plants,A. surface of earth,B. windowsill,C. park,D. roof tiles,E. greenhouse
1118,1118,3,Why does a lizard lay on a rock in the sun?,lizard,A. west texas,B. arid regions,C. to get a sexy tan,D. warm place,E. new mexico
2486,2486,2,Where is a student likely to be focused on computers?,computers,A. library,B. space shuttle,C. mit,D. dormitory,E. post office
3375,3375,4,Spending too much time contemplating can lead to what kind of pain?,contemplating,A. relaxation,B. deciding,C. regret,D. revelations,E. headache
1024,1024,2,When someone is having fun how can you physically see it on their face?,having fun,A. being happy,B. pleasure,C. smiling,D. injuries,E. inner joy
2108,2108,0,The roses flowered in June.  Sarah loved smelling the what?,flower,A. blossom,B. vase,C. park,D. cast shadow,E. open
384,384,2,Billy went away because his parents were fighting and he didn't want to stay where?,away,A. home team,B. present,C. at home,D. come back,E. charming
3687,3687,1,What are the flowers that last forever called?,flowers,A. yellow,B. perennial,C. orange,D. pink,E. never
2396,2396,2,What could have space for some food?,space,A. universe,B. suitcase,C. jar,D. stomech,E. box
840,840,2,"Mark wanted to know the truth, because he didn't want to continue existing in what?",know,A. understand,B. were there,C. ignorance,D. in-between,E. ignorant
3407,3407,0,Where would you not be able to find a diaphragm if there is no one in it?,diaphragm,A. drugstore,B. human,C. woman's body,D. human body,E. valve
500,500,4,"If people are vegetarian, what do they do more of?",people,A. believe in god,B. sun themselves,C. eat hamburgers,D. gain wealth,E. eat plants
3473,3473,3,Where would you store a saltshaker when not in use?,saltshaker,A. own kitchen,B. empty restaurant,C. table setting,D. kitchen cupboard,E. cruet
1288,1288,3,"They saw a fox at the park, they tried to get their phones out quickly to get a what?",fox,A. outside,B. hen house,C. indiana,D. picture,E. phone numbers
1508,1508,1,What can you do while driving to work that involves sound but does not require you to move your mouth?,driving to work,A. anger,B. listen to radio,C. speed,D. sing,E. statue
1050,1050,2,"The cat saw animal control approaching her, what did she decide to do?",cat,A. sleep all day,B. cast shadow,C. run away,D. bark like a dog,E. see at night
4506,4506,3,Jan wasn't very good at studying.  What might help him study better?,studying,A. having a bigger brain,B. headaches,C. inspiration,D. more intelligence,E. understanding
1150,1150,2,Where would you store a book that you're taking with you on vacation?,book,A. classroom,B. briefcase,C. suitcase,D. book store,E. synagogue
4826,4826,4,Bill needed new socks so he went where?,socks,A. paint,B. bed,C. bureau,D. suitcase,E. sporting goods store
3191,3191,1,"The seats were designed to accommodate cumbersome clothing, where were they seats located?",seats,A. bowling alley,B. space shuttle,C. auditorium,D. rest area,E. beach
488,488,4,What European country is famous for its potato industry?,potato,A. idaho,B. casserole,C. new hampshire,D. root cellar,E. ireland
1165,1165,2,Sean stared at his door all night.  He was scared that he might see it doing what?,door,A. wall,B. window,C. opening,D. closet,E. exit
307,307,2,What might a person receive from their boss if they do a poor job?,person,A. misfortune,B. fearful,C. criticism,D. make mistakes,E. promotion appraisal
1596,1596,1,John is drinking down the highway and he's quite lost.  Where might he go to buy a map?,map,A. taco bell,B. truck stop,C. amusement park,D. atlas,E. classroom
1982,1982,1,what is a type of science?,science,A. space lab,B. nanotechnology,C. university,D. methodology,E. school
1027,1027,2,"Some people really loved beer, they call it what gold?",beer,A. alcohol in,B. intoxicating,C. liquid,D. hair of the dog,E. harmful
4536,4536,1,What happens on a tree when its first growing?,tree,A. fall down,B. branch out,C. cast shadow,D. provide shelter,E. make tables
3207,3207,2,Where could you find out more about a type of lizard?,lizard,A. in the garden floor,B. rocks,C. books,D. bushes,E. garden
947,947,2,"A small dog is lost in New England, where would it likely be found?",small dog,A. own home,B. old england,C. new hampshire,D. coffin,E. denmark
4265,4265,2,What happens to a person when they're confronted with something unexpected?,person,A. anxiety,B. dedication,C. surprised,D. solutions,E. acknowledgment
2926,2926,3,A lot of people who wrestle are very?,wrestle,A. train yourself,B. have strength,C. choke hold,D. strong,E. take lessons
3536,3536,3,Where is a very bad place for bad bacteria?,bacteria,A. sores,B. septic tank,C. petri dish,D. mouth,E. finger
2272,2272,3,Where is likely to have a walk in type wardrobe?,wardrobe,A. recreational vehicle,B. clothes cupboard,C. house,D. mansion,E. bedroom
74,74,1,What is required to be good at playing tennis?,playing tennis,A. tennis racket,B. skill,C. competition,D. tennis court,E. legs
748,748,2,Illegitimate designer handbags will not have a certificate of what?,illegitimate,A. actions,B. legal,C. authentic,D. logical,E. legitimate
1871,1871,4,"If you want to find a star you'd have to look in space, but if you wanted to find one from the screen you should travel to where?",star,A. outer space,B. uganda,C. constellation,D. solar system,E. hollywood
2360,2360,2,"Jack saw little point to communicating beyond the basics.  To him, it was just a means to do what?",communicating,A. go swimming,B. making friends,C. exchange information,D. people to think,E. confusion
2239,2239,1,A person's hand hurts after hitting the bottle. What might happen to the bottle?,hitting bottle,A. alcoholism,B. breaking,C. fly,D. nausea,E. ticket
4014,4014,1,Jim's grass didn't get any sunlight because he parked his car over it.  The grass began to do what?,grass,A. continue to grow,B. turn brown,C. changes color with seasons,D. dry,E. burn
1734,1734,0,John liked to listen to music while he read.  He felt it helped him do what?,listen to music,A. understand,B. drive,C. stimulation,D. entertainment,E. relax
1692,1692,2,"The place specialized in colorful arrangements, but the also had a toy balloon or two where?",toy balloon,A. see work,B. birthday party,C. flower shop,D. parade,E. toy store
4092,4092,2,Where do people go to shop for fruit?,shop,A. have money,B. get money,C. go to market,D. use money,E. car lot
2609,2609,2,"Though he believed in the underdog the odds were not good enough, he instead pointed his money towards the what?",underdog,A. sure bet,B. top dog,C. favourite,D. favorite,E. safe bet
2576,2576,4,What is a reproduction of an original document called?,original,A. remake,B. mimeograph,C. reproduction,D. derivative,E. copy
1351,1351,2,Where would you find a trash can while enjoying the great outdoors?,trash can,A. water cooler,B. alley,C. park,D. food place,E. motel
4569,4569,1,What happens when people have no nourishment?,people,A. board ships,B. suffer hunger,C. study books,D. play computer games,E. believe in god
2745,2745,3,"If something isn't plain but has adornments, what is it called?",plain,A. bells and whistles,B. fancy,C. exotic,D. decorative,E. extravagant
4512,4512,3,"If a person is unhappy, what would be the opposite of that?",unhappy,A. joyful,B. exuberant,C. glad,D. happy,E. fat
1230,1230,3,"It was the first time they had met their new niece, it was good to have everybody together at the annual what?",niece,A. brother's house,B. family picture book,C. family tree,D. family reunion,E. book
2152,2152,1,"The arch was just one of many sites to see, but most preferred the stained glass at the what?",arch,A. doorway,B. cathedral,C. ancient rome,D. building,E. chapel
