,Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
952,25636,anetv_LGj7_gw2GbQ,19350,A man jumps of a boat with his waterboard. A guy,A man jumps of a boat with his waterboard.,A guy,gen,stands outside the shore with a surfboard.,"stands something in the snow, then turns over and waves his arms.",flips a hammer and does a flip.,rides a platform in an suv.,0
807,29582,lsmdc1049_Harry_Potter_and_the_chamber_of_secrets-92661,18954,"Beside it, a skeletal hand with bony black fingers is mounted on a piece of marble. Someone","Beside it, a skeletal hand with bony black fingers is mounted on a piece of marble.",Someone,gold,"turns and as the man rises, hears a battle.",puts his fingers around the bony thumb.,looks down into the peaceful brush.,grasps the rope and smiles.,1
587,26447,lsmdc3055_PROMETHEUS-26819,15455,"Someone listens to their exchange. A tremendous, three - dimensional holographic orb",Someone listens to their exchange.,"A tremendous, three - dimensional holographic orb",gold,sits at the bottom of a desk.,appears in front of someone's body.,is sitting at the end in a holographic channel.,appears over the center of the disc.,3
99,40825,lsmdc1047_Defiance-91699,11171,His eyes search her face. She,His eyes search her face.,She,gold,hands back the revolver.,fingers the shiny long golden hair.,spins her to face him.,"sits down in front of him, as if someone were mad.",0
562,12871,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-60903,11489,Someone slowly turns to someone. Someone,Someone slowly turns to someone.,Someone,gen,"shoves past offscreen, leaving someone standing in her doorway.","smiles, makes a vain effort to take it off.",confronts a group of friends only a few yards away.,jerks his head toward reveal the network.,2
121,21989,lsmdc1062_Day_the_Earth_stood_still-100858,10257,They are bathed in a brilliant light. Both,They are bathed in a brilliant light.,Both,gold,"someone is asleep, someone sits in a chair on a side table.","in bed, someone wraps a blanket around her and kisses her.",couples begin to struggle.,"stare in amazement as the sphere from the pool, blazing with white light, rises slowly into the air.",3
168,60989,anetv_j7hSNqcWIO4,10717,The screen says Com on Jon let's try again. Jon,The screen says Com on Jon let's try again.,Jon,gold,roll and move and clips proceed product after options.,watch a demonstrate shift motocross.,tries and stops before jumping.,is finished showing a circuit breaker machine.,2
642,19756,anetv_Hj3kEemIPic,4595,A close up of a car is shown with a man walking into frame holding a scraper. The man then,A close up of a car is shown with a man walking into frame holding a scraper.,The man then,gold,sprays a piece of wood with the tool and end by looking to the camera.,puts the tire on the bike then wipes the dog off.,continues spraying water all along the sides of the sink while speaking to the camera.,begins using the tool all long the car scraping snow off.,3
97,64425,lsmdc3037_IRON_MAN2-17070,2801,Someone pulls someone close and punches his helmet. Someone,Someone pulls someone close and punches his helmet.,Someone,gen,takes someone onto benches wood.,stares disintegrate with his lips and slams the glass down into the floor.,bursts in on impact.,"shoots the door at him, with a bullet in his hand.",2
68,69495,anetv_H_dERoTis5Y,7028,They shoot smoke bombs at people down below. People,They shoot smoke bombs at people down below.,People,gen,"is aimed wildly at the cops, who are blocked.",stand within a row of picnic tables.,advance on the troll.,stare as someone struggles to catch them.,1
18,58158,lsmdc3042_KARATE_KID-19988,4079,"Flinging his foot upward again, the kick still comes up short. Someone and someone","Flinging his foot upward again, the kick still comes up short.",Someone and someone,gen,"take a step to reach him, making deep hearts in their waistband.","take over, patting each other on the shoulder.","step out of the doorway, while they remain locked on the ground.",step over to someone and raises his own arms.,1
505,19740,lsmdc3034_IDES_OF_MARCH-3171,1507,The view keeps inching toward the nose of someone 'vehicle until most of the second suv falls out of view. The forward moving trip,The view keeps inching toward the nose of someone 'vehicle until most of the second suv falls out of view.,The forward moving trip,gold,is given by a line of men.,"is shown, a close - up door with a ranch staff held.",ceases halfway across the street.,"to pull is made, someone is nowhere to be seen.",2
853,69292,anetv_jpclX7wgcZU,17020,A blue raft is next to him holding a red cooler. Another person,A blue raft is next to him holding a red cooler.,Another person,gen,is swimming on the ice in the water.,is riding in a line solidly.,is seen sitting near a yellow canoe.,uses a small blue paddle to play the intertubes.,2
679,24556,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-2830,16708,"On the overpass, someone hurdles a low barrier and cuts across traffic. He","On the overpass, someone hurdles a low barrier and cuts across traffic.",He,gold,stays the cars with an outstretched hand.,jumps out and passes through a gate in a fitting drawn lobby.,returns the shade to a henchman pacing back to us.,watches as huge pistons hold him steady.,0
767,23559,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-2947,3161,"Someone drops it on the ground and stomps on it repeatedly, smashing it to pieces. Someone","Someone drops it on the ground and stomps on it repeatedly, smashing it to pieces.",Someone,gold,"twists someone's arm, as she touches someone's head.",lifts his brow wryly.,"rolling on both fours, her leg heaves.",holds the bloody shell down.,1
630,18316,lsmdc0038_Psycho-67224,14766,"Someone leaves her car, starts a dash for the shelter of the porch. Seeing that someone is on her way to the porch, he runs quickly, the umbrella","Someone leaves her car, starts a dash for the shelter of the porch.","Seeing that someone is on her way to the porch, he runs quickly, the umbrella",gold,dissipates into his eyes.,reaches out toward one.,unopened in his hand.,"bouncing around the house, planting an arc in its drawn dome.",2
54,18291,anetv_w6xH78z3l08,12763,He slides the pieces off of the tire. Finally he,He slides the pieces off of the tire.,Finally he,gen,puts it shingles down two times and continues to weld.,uses a tool to smooth the wax out of the tire.,reaches the end of the carpet.,puts it apart before finally removing the tire and putting it down.,3
267,485,anetv_1jjsTfZS5DY,15678,She is shown wrapping a gift poorly and giving it to a friend when another person walks in. She,She is shown wrapping a gift poorly and giving it to a friend when another person walks in.,She,gold,continues to struggle with wrapping the paper while still speaking to the camera.,comes back up with her hair showing various ingredients needed to perform in various angles.,see scenes of dinning chalkboard holding certificate as well as picture about sunscreen.,presents a gift wrapping between scissors to form a pair of hands.,0
765,6413,lsmdc1050_Harry_Potter_and_the_deathly_hallows_Disk_One-93898,18350,He puts it on the table. Someone,He puts it on the table.,Someone,gen,brings popcorn to his opponent's mouth.,slaps someone's arm.,punches someone's pants.,gives a warm up of the speech.,2
606,49797,lsmdc1003_How_to_Lose_Friends_and_Alienate_People-73145,16607,Someone approaches someone who stands by herself looking out over the city. She,Someone approaches someone who stands by herself looking out over the city.,She,gold,"glances onto the gloomy streets, then aims his revolver at someone.",looks at him suspiciously.,brings a finger to her mouth.,"is shivering in a blow, scratching her forehead.",1
431,10696,anetv_IN4nGNF9gi8,8415,She gets her hair washed in a salon. She then,She gets her hair washed in a salon.,She then,gold,applies oil to the pain in bleached hair.,"sits as her hair is combed, cut and styled.",removes the hairspray handle with a liquid shade of a white eye and is talking to the camera.,shaves her muscles.,1
478,37112,anetv_oNYC_3fcGg0,4799,The man is surfing while other surfers are behind him. The surfer,The man is surfing while other surfers are behind him.,The surfer,gold,is surfing over the water and fell near the rocks.,crashes a surfer onto the wave.,appears very slowly as they are shown together on a hill.,jumps off the water.,0
