,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,sent1,sent2,ending0,ending1,ending2,label
11,11,11,11,Sasha's mom passed out in the middle of the party. Aubrey took Sasha's mom to the hospital.,What will Aubrey want to do next?,help Aubrey go back home,keep on partying without the mom,going on with the mom,2
270,270,270,270,"Riley needed milk from the store, but didn't want to go so they sent Jordan's son.",How would you describe Riley?,irritated,Needy,Ambitious,1
3837,3837,3837,3837,"Casey's daughter Skylar is ""growing like a weed."" Since she has grown so quickly nothing fits Skylar anymore. Casey says they will need to get Skylar new things.",What will Casey and Skylar buy?,buy clothes and new shoes in a larger size,buy Skylar clothing in the same size,buy Skylar clothing in a smaller size,0
4969,4969,4969,4969,Addison worked hard all day and slept well that night.,Why did Addison do this?,wake up early,sleep after work,make breakfast,1
1255,1255,1255,1255,Aubrey found some dirt and Addison's house because she is a neat freak and annoying.,How would you describe Aubrey?,anxious,OCD on Little things,unhappy,1
257,257,257,257,Aubrey couldn't find their shirt so Aubrey went into Ash's room to look for it.,What will Aubrey want to do next?,Change pants,Go to Ash's closet,look for the shirt,2
2309,2309,2309,2309,"Bailey chased Carson around the house, giggling along the way.",How would you describe Bailey?,giddy,playful,moral,1
1390,1390,1390,1390,"Sasha told Quinn the place where they should to meet up to eat, but Quinn never show up.",What will happen to Quinn?,send angry texts to Quinn,plan to meet another day,eat lunch together,1
3384,3384,3384,3384,Austin made Sydney choose between the party or a night of studying.,How would you describe Austin?,annoyed,no non-sense,fun,1
971,971,971,971,Jordan narrowed Carson's eyes because they were doing something very suspicious.,Why did Jordan do this?,get Carson's attention,be suspicious,talk to Carson,0
3027,3027,3027,3027,Aubrey gave it all at the cheer leading tryout but didn't make the team.,What will Aubrey want to do next?,argue with the coach,wear the cheer leader outfit,practice harder and try again,2
2096,2096,2096,2096,Skylar took their dog to a park and he played with other dogs.,How would Skylar feel afterwards?,frustrated,happy,angry,1
1433,1433,1433,1433,Cameron packed Ash's lunch. He always helped her prepare for school.,What does Cameron need to do before this?,Take a shower,Get a garbage bag,Get a paper sack,2
990,990,990,990,alex left money behind for addison but addison lost it and couldn't pay their bills.,What will happen to Addison?,be unsatisfied with Addison,be broke,be angry,1
2055,2055,2055,2055,Carson's wife got home from the grocery store. Carson got food from their wife.,What does Carson need to do before this?,eat it all,know their wife,put it away,2
3643,3643,3643,3643,Robin had left due to feeling left out but Riley never intended that and asked Robin to return.,How would Robin feel as a result?,like things have been resolved,resentful towards Riley,scared,0
2861,2861,2861,2861,Casey felt like talking to somebody about some personal problems.,Why did Casey do this?,go to a therapist,vent about things,keep things to themself,1
4821,4821,4821,4821,"Lee found out that Skylar had not been honest, so Lee turned Skylar's affections away.",What does Lee need to do before this?,beg for a second chance,call their parents,talk with others,2
2937,2937,2937,2937,Jan said no in a way that made it very clear what she meant.,What does Jan need to do before this?,want to be around people,be obtuse and act like they still don't understand,not want to do something,2
2034,2034,2034,2034,Jordan was driving to the lake but forgot something. They turned the car around.,What will happen to JIll?,ride in the car,have to cancel the lake trip,have to listen to everyone complain,0
167,167,167,167,Kendall closed the door with a slam after Sydney left.  It had been a bad fight.,What will happen to Kendall?,have snot come out of their nose while crying,get rewarded by a neighbor for making noise,receive nasty messages from Kendall,0
1244,1244,1244,1244,Sydney left Austin's room to get them snacks and something to drink.,What does Sydney need to do before this?,be generous,ask Austin for some snacks,be in Austin's room,2
497,497,497,497,Jordan turned the car to the right to avoid the person on the bike.,What does Jordan need to do before this?,avoid them,be driving the car,he was careful,1
4447,4447,4447,4447,Skylar had resented Alex for a long time. Skylar told Alex how they felt.,What will happen to Alex?,this way,not want to be around Skylar,relieved,1
4620,4620,4620,4620,Addison was busy all day and didn't have time to eat. She found some leftovers in the fridge. Addison ate the tacos that were left.,Why did Addison do that?,wanted to be full,wanted to be empty,clean out the refrigerator,0
1894,1894,1894,1894,"Sasha got great grades and continued to be a brilliant, A student.",Why did Sasha do this?,get into the advanced classes,be a good student,avoid focusing on school,0
3293,3293,3293,3293,Casey was at a party and did not know anyone.  They were self conscious because they thought others were staring at them.,How would Casey feel afterwards?,like they did not belong,lonely,nervous,0
2278,2278,2278,2278,Bailey took the phone to the park to be able to call home.,What will Bailey want to do next?,have time off,enjoy the park,find their phone,1
47,47,47,47,Robin had watched their partner Alex perform in a play and had loved it.,What will happen to Robin?,he will thank robin,celebrate with their partner afterwards,he will appreciate robin,1
4607,4607,4607,4607,"When Alex's cat ran away from home, Remy posted flyers around the neighborhood.",How would you describe Remy?,was thoughtful,was indifferent towards the cat,had felt depressed,0
1581,1581,1581,1581,Addison checked Skylar's car for a flat tire and got the jack when she realized she would need it.,What will Addison want to do next?,fix the car,change the tire next,to thank Addison,1
799,799,799,799,Skylar used Jesse for certain purposes which suited her financially and personally.,How would you describe Skylar?,someone who takes from others,like they got what they needed,very independent,0
22,22,22,22,Quinn finally found their lost puppy that ran away last week.,How would Quinn feel afterwards?,excited,very excited,very relieved,2
2644,2644,2644,2644,Carson took a few days to finish painting the bathroom and finally decided to just quit the project.,How would you describe Carson?,like he had failed,can be aloof,like he should get back to it later,0
4190,4190,4190,4190,Riley ran away from Casey because he had a watergun.,What will happen to Riley?,get mad,might get wet,stop running,1
84,84,84,84,"Kendall spends money unwisely, so Robin makes her deposit their money in the bank.",How would you describe Robin?,irresponsible with money,good about monitoring money,saving up for a purchase,1
407,407,407,407,Alex entered a bodybuilding competition.  Alex slowly worked out the deep chest muscles and biceps muscles.,Why did Alex do this?,win the bodybuilding competition,work out his back muscles,work out his leg muscles,0
993,993,993,993,Skylar ate an apple and drank her energy drink with protein.,What will Skylar want to do next?,go to the gym,bought an apple,sleep,0
4633,4633,4633,4633,Alex received a letter from the government saying that he won an award.,What will happen to Others?,check on the letter,ask about the award,are congratulated for their award,1
2758,2758,2758,2758,Lee loved to put makeup on his clients to make them look beautiful.,What will Lee want to do with his clients?,wear his own makeup,make his clients satisfied with their looks,make his clients order his makeup,1
1565,1565,1565,1565,Carson was telling his students what would be on the test next week.,What will the students want to do next?,ignore him,take notes,help the students prepare for the test,1
115,115,115,115,Cameron got a good job working with kids in the area.,How would you describe Cameron?,silly,happy with his position,educated,1
4485,4485,4485,4485,Kendall just had a new baby after trying to conceive for 5 years.,What does Kendall need to do before?,be a mother,have sex,get hired,1
4301,4301,4301,4301,Sydney shooed it away when the puppy crawled up to her.,How would you describe Sydney?,loving,guilty that she rejected the puppy,unkind,2
3465,3465,3465,3465,Addison found the movie funny enough to recommend to all of their friends.,What will Addison want to do next?,send messages,tell them of a movie they'd like,share a movie she liked,2
2007,2007,2007,2007,Jan had been really busy with their sick kid so Quinn went out and bought the stuff Jan needed.,How would Quinn feel afterwards?,that he made Jan happy,that Jan owed him,that he shouldn't have done it,0
